ID.o,S Group,C Group,Price, Volume, TradeTime, EventTime, Offer, Bid, Buyer, Seller, buyerID, sellerID, Realized Tot , R per Tr ,UnReal Q,U per tr Q, Unreal Tot $ ,User Volu,User%ofTotalVolu,Total Volu,TradeCount,1st HourVolu,1stHourUserVolu,1stHour?,last HourVolu,lastHourUserVolu,lastHour?,1stHR_Usr/1SThR_Tot,lastH-Usr/LAST-HR-Tot,1stHR_Usr/TOT_vol,lastH-Usr/TOT_vol,VWAP,Price*V,(p2/p1)-1,ln(p2/p1),Net,User Buy,User Sell,User Vol Traded (Buy+Sell),Qualify,Gender,"Based on the INFORMATION provided, the best strategy is to:",Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q26,Q27,Q45,Q28,Q47,Q29,Q30,SUM
S10C315,S10,C315,20.9,46,12:59:31,12572,20.9,20.5,Server,Server,0,0,4193.00008,0,-205,0,-4284.5,585,20.12%,2908,44,788,99,0,2696,325,1,12.56%,12.05%,0.034044017,4.15E-05,20.24848696,961.4,0,0.00%,-91.49992,190,395,585,T,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,4,3,4,2,5,2,2,3,3,4,4,4,4,4,5,5,5,5,4,3,3,5,4,5,4,4,4,4,3,0,112
S10C215,S10,C215,20.5,35,12:59:44,12585,20.5,20.300001,Server,Server,0,10,4106.7,717.5,-191,-35,-3915.5,1977,55.01%,3594,65,1762,942,0,2616,668,1,53.46%,25.54%,0.262103506,7.10E-05,20.25233726,717.5,0,0.00%,191.2,893,1084,1977,T,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),5,4,4,5,4,5,5,2,3,3,3,4,3,3,4,4,4,2,2,3,3,3,4,2,4,3,3,3,3,2,1,103
S10C161,S10,C161,21,19,12:52:03,12128,20.9,20.2,Server,Server,0,0,1485,0,-76,0,-1596,1556,43.68%,3562,74,1516,300,0,2756,366,1,19.79%,13.28%,0.084222347,3.73E-05,20.2440483,399,-0.00476,-0.48%,-111,740,816,1556,T,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,5,5,4,2,5,3,1,4,5,5,4,4,4,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,0,129
S10C151,S10,C151,21,6,12:50:08,12012,20.9,20.300001,Server,Server,0,10,-11694.80011,126,567,-6,11907,1625,42.35%,3837,75,3944,1040,0,1018,104,1,26.37%,10.22%,0.271045087,2.66E-05,20.36617152,126,0,0.00%,212.199886,1096,529,1625,T,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),1,4,1,2,4,4,2,2,4,2,2,3,2,4,4,4,2,4,4,2,4,2,3,2,4,4,4,2,4,4,0,90
S10C141,S10,C141,21,45,12:51:34,12096,20.9,20.5,Server,Server,0,0,1290.6,0,-67,0,-1407,783,24.54%,3191,46,1598,222,0,1870,100,1,13.89%,5.35%,0.069570668,1.68E-05,20.32510192,945,-0.00476,-0.48%,-116.4,358,425,783,T,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),5,2,5,2,4,5,2,1,5,1,5,4,5,3,5,5,4,4,4,5,5,2,4,5,4,5,5,5,5,4,1,121
S10C131,S10,C131,20.9,38,12:59:20,12562,20.9,20.7,Server,Server,0,0,4194.5001,0,-203,0,-4242.7,1021,29.63%,3446,44,1350,250,0,2926,440,1,18.52%,15.04%,0.072547882,4.36E-05,20.28041211,794.2,0,0.00%,-48.1999,409,612,1021,T,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,1,2,3,3,1,2,3,2,2,3,4,4,2,4,4,2,2,2,3,5,2,2,4,1,1,5,1,1,4,0,79
S10C121,S10,C121,20.9,20,12:58:07,12491,20.9,20.2,Server,Server,0,0,3610.09997,0,-182,0,-3803.8,852,24.07%,3539,46,1674,260,0,2788,321,1,15.53%,11.51%,0.073467081,3.25E-05,20.26595088,418,0.00478,0.48%,-193.70003,335,517,852,T,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,2,4,4,3,1,1,4,4,3,3,4,4,4,4,3,3,3,3,2,5,1,2,4,4,4,3,3,3,3,0,95
S10C115,S10,C115,20.7,20,12:59:59,12600,20.9,20.7,Server,Server,0,10,2014.80004,414,-100,-20,-2070,596,18.57%,3210,27,1476,261,0,3226,199,1,17.68%,6.17%,0.081308411,1.92E-05,20.28040501,414,0.00966,0.96%,-55.19996,248,348,596,T,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,2,3,4,3,3,4,3,3,4,5,3,5,4,4,4,3,4,3,4,5,3,5,4,4,3,4,3,4,3,0,108
S10C111,S10,C111,20.4,9,12:59:37,12581,20.300001,20.2,Server,Server,0,0,35960.3,0,-1799,0,-36699.6,2099,54.63%,3842,94,1424,468,0,2696,622,1,32.87%,23.07%,0.121811556,6.01E-05,20.0328735,183.6,-0.0049,-0.49%,-739.3,150,1949,2099,T,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S10C101,S10,C101,21,13,12:59:20,12563,21,20.300001,Server,Server,10,0,41.6,-273,0,13,0,324,11.18%,2899,17,840,76,0,2622,236,1,9.05%,9.00%,0.026215937,3.10E-05,20.32542258,273,0,0.00%,41.6,162,162,324,T,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S10C17,S10,C17,22,6,12:59:34,12600,21.9,21,Server,Server,10,0,-3835,-132,187,6,4114,367,53.42%,687,15,312,75,0,510,231,1,24.04%,45.29%,0.109170306,0.000659303,20.31746725,132,-0.05455,-5.61%,279,277,90,367,T,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,2,4,3,4,4,4,3,2,3,4,4,4,2,2,4,4,4,4,4,3,3,4,4,3,2,2,2,2,4,0,98
S10C17,S10,C17,22,6,12:59:34,12578,21.9,21,Server,Server,10,0,-58791.40013,-132,2811,6,61842,6107,88.39%,6909,220,1710,367,0,7434,4182,1,21.46%,56.26%,0.05311912,8.14E-05,20.65294547,132,-0.00455,-0.46%,3050.599866,4459,1648,6107,T,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),4,2,4,3,4,4,4,3,2,3,4,4,4,2,2,4,4,4,4,4,3,3,4,4,3,2,2,2,2,4,0,98
S3C408,S3,C408,20.800001,46,12:59:40,12582,20.800001,20.2,Server,Server,0,10,7368.400113,956.800046,-364,-46,-7571.200364,2354,55.66%,4229,98,788,0,0,3854,1363,1,0.00%,35.37%,0,8.36E-05,20.36559477,956.800046,0.00962,0.96%,-202.800251,995,1359,2354,T,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,2,5,2,3,4,3,4,3,4,4,4,3,3,3,4,4,4,4,5,3,3,4,4,5,5,4,4,3,0,109
S3C120,S3,C120,21,11,12:51:28,12091,20.9,20.4,Server,Server,0,0,1.199978,0,0,0,0,384,13.15%,2921,28,1220,168,0,2158,50,1,13.77%,2.32%,0.05751455,7.93E-06,20.28349886,231,0,0.00%,1.199978,192,192,384,T,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,1,4,2,2,5,5,1,5,4,4,5,4,4,4,4,5,4,4,5,4,2,1,2,5,4,4,4,4,5,0,109
S3 C10,S3,C10,20.5,1,12:59:22,12565,20.5,20.2,Server,Server,0,0,11968.6002,0,-589,0,-12074.5,797,27.89%,2858,32,788,0,0,2616,396,1,0.00%,15.14%,0,5.30E-05,20.20783774,20.5,0,0.00%,-105.899802,104,693,797,T,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,4,2,4,2,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,0,101
S9C,S9,C,20.8,10,12:58:45,12526,21,20.800001,Server,Server,0,10,621.00004,208,-30,-10,-624,160,5.98%,2675,12,808,30,0,2130,60,1,3.71%,2.82%,0.011214953,1.05E-05,20.30014956,208,0.00962,0.96%,-2.99996,65,95,160,T,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SC515TS,S,C515TS,21.1,5,12:58:29,12510,21.1,20.800001,Server,Server,10,0,1728.200101,-105.5,-89,5,-1877.9,1079,31.87%,3386,77,908,99,0,2522,405,1,10.90%,16.06%,0.029238039,4.74E-05,20.3270231,105.5,0,0.00%,-149.699899,495,584,1079,T,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C415T,S9,C415T,20.7,46,12:55:08,12309,20.7,20.6,Server,Server,0,0,1105.800095,0,-60,0,-1242,1204,30.48%,3950,54,1318,131,0,3094,313,1,9.94%,10.12%,0.033164557,2.56E-05,20.30992413,952.2,0.01932,1.91%,-136.199905,572,632,1204,T,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S6C1114,S6,C1114,21,51,12:55:37,12339,21,20.300001,Server,Server,10,0,-44.70005,-1071,0,51,0,480,16.60%,2892,24,1028,120,0,2340,175,1,11.67%,7.48%,0.041493776,2.59E-05,20.32641773,1071,0,0.00%,-44.70005,240,240,480,T,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,4,4,2,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,3,0,105
S5C814T,S5,C814T,21,3,12:50:45,12048,20.6,20.300001,Server,Server,0,0,-3349.300071,0,160,0,3360,1618,41.21%,3926,66,2108,439,0,2208,370,1,20.83%,16.76%,0.111818645,4.27E-05,20.25608768,63,-0.01905,-1.92%,10.699929,889,729,1618,T,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),3,3,4,4,2,3,3,2,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,2,0,105
S3C608T,S3,C608T,21,3,12:50:58,12061,20.6,20.300001,Server,Server,0,0,2682.299966,0,-137,0,-2877,1189,36.14%,3290,67,1126,130,0,2368,379,1,11.55%,16.01%,0.039513678,4.86E-05,20.20905786,63,0,0.00%,-194.700034,526,663,1189,T,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),5,3,4,4,5,4,5,1,5,4,3,5,3,4,4,5,4,4,4,4,4,3,5,4,5,4,4,4,4,3,0,120
S2C408T,S2,C408T,21.2,17,12:59:47,12592,21.1,21,Server,Server,10,0,1384.099928,-360.4,-99,17,-2098.8,2083,47.78%,4360,100,986,99,0,3984,1041,1,10.04%,26.13%,0.022706422,5.99E-05,20.29224776,360.4,0,0.00%,-714.700072,992,1091,2083,T,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,3,4,4,2,3,3,3,3,4,4,4,4,4,4,3,3,3,3,4,3,3,5,4,4,4,4,4,3,4,0,105
S9C9B15,S9,C9B15,20.9,26,12:52:45,12168,20.9,20.4,Server,Server,0,0,424.4,0,-21,0,-438.9,319,10.98%,2906,15,1236,189,0,2170,4,1,15.29%,0.18%,0.065037853,6.34E-07,20.30598761,543.4,0.00478,0.48%,-14.5,149,170,319,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C9A15,S9,C9A15,20.9,13,12:51:11,12073,20.5,20.2,Server,Server,0,0,-5.50004,0,0,0,0,100,3.89%,2572,8,908,60,0,1930,0,1,6.61%,0.00%,0.023328149,0,20.27371699,271.7,0.00478,0.48%,-5.50004,50,50,100,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C8b15,S9,C8b15,20.9,11,12:59:39,12581,20.9,20.800001,Server,Server,0,0,-9,0,0,0,0,654,22.09%,2960,33,788,208,0,2886,97,1,26.40%,3.36%,0.07027027,1.14E-05,20.2725338,229.9,0,0.00%,-9,327,327,654,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C8a15,S9,C8a15,20.9,4,12:58:10,12493,20.9,20.800001,Server,Server,0,0,2503.900074,0,-123,0,-2570.7,501,17.63%,2841,24,788,115,0,2648,134,1,14.59%,5.06%,0.040478705,1.78E-05,20.26480117,83.6,0,0.00%,-66.799926,189,312,501,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C6b15,S9,C6b15,21,16,12:51:01,12064,20.800001,20.6,Server,Server,0,10,-4740.600126,336,241,-16,5061,563,20.72%,2717,25,1312,120,0,1818,263,1,9.15%,14.47%,0.04416636,5.32E-05,20.34917197,336,-0.00952,-0.96%,320.399874,402,161,563,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C6a15,S9,C6a15,21,16,12:50:45,12046,20.4,20,Server,Server,0,10,1416.399977,336,-62,-16,-1302,724,24.94%,2903,33,1164,117,0,2002,393,1,10.05%,19.63%,0.040303135,6.76E-05,20.34009649,336,-0.02857,-2.90%,114.399977,331,393,724,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C5b15,S9,C5b15,21,20,12:58:42,12525,21,20.7,Server,Server,10,0,51.50003,-420,-9,20,-189,769,24.13%,3187,53,828,20,0,2360,325,1,2.42%,13.77%,0.006275494,4.32E-05,20.33385632,420,0,0.00%,-137.49997,380,389,769,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C5a15,S9,C5a15,21,1,12:54:46,12289,20.6,20.4,Server,Server,0,0,30.799987,0,-3,0,-63,487,16.61%,2932,43,868,40,0,2140,205,1,4.61%,9.58%,0.013642565,3.27E-05,20.35671899,21,-0.01905,-1.92%,-32.200013,242,245,487,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C4b15,S9,C4b15,20.6,19,12:57:34,12456,20.6,20.4,Server,Server,0,0,0,0,0,0,0,0,0.00%,2684,0,788,0,0,2068,0,1,0.00%,0.00%,0,0,20.3505589,391.4,0.01942,1.92%,0,0,0,0,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C4a15,S9,C4a15,21.1,8,12:54:49,12291,20.9,20.800001,Server,Server,0,0,-681.6,0,0,0,0,1336,28.62%,4668,66,4466,1041,0,1328,0,1,23.31%,0.00%,0.223007712,0,20.20192808,168.8,-0.00948,-0.95%,-681.6,668,668,1336,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C3b15,S9,C3b15,20.6,19,12:57:09,12430,20.6,20.4,Server,Server,0,0,156.59996,0,-10,0,-206,218,7.87%,2770,16,922,67,0,1956,89,1,7.27%,4.55%,0.024187726,1.64E-05,20.3090614,391.4,0.01942,1.92%,-49.40004,104,114,218,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C3a15,S9,C3a15,21,12,12:58:06,12490,20.9,20.1,Server,Server,0,0,6506.79996,0,-328,0,-6888,708,19.81%,3574,54,1664,255,0,2738,312,1,15.32%,11.40%,0.071348629,3.19E-05,20.24306103,252,-0.00476,-0.48%,-381.20004,190,518,708,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C2b15,S9,C2b15,21,19,12:52:57,12181,20.9,20.4,Server,Server,0,0,82.50005,0,0,0,0,708,20.99%,3373,41,1452,233,0,2320,188,1,16.05%,8.10%,0.069077972,2.40E-05,20.3118293,399,0,0.00%,82.50005,354,354,708,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C2a15,S9,C2a15,21,20,12:58:23,12507,20.9,20.6,Server,Server,0,0,12.9,0,0,0,0,446,13.96%,3195,22,1382,198,0,2596,154,1,14.33%,5.93%,0.061971831,1.86E-05,20.32272303,420,0,0.00%,12.9,223,223,446,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C23b1,S9,C23b1,21,15,12:59:42,12584,20.9,20.4,Server,Server,0,0,6510.50008,0,-320,0,-6720,1250,33.75%,3704,70,1330,301,0,2902,230,1,22.63%,7.93%,0.081263499,2.14E-05,20.2662258,315,-0.00476,-0.48%,-209.49992,465,785,1250,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C23a1,S9,C23a1,20.9,20,12:58:48,12533,21,20.9,Server,Server,0,10,3404.700015,418,-167,-20,-3490.3,557,18.23%,3055,48,1086,207,0,2522,135,1,19.06%,5.35%,0.067757774,1.75E-05,20.26674308,418,0.00478,0.48%,-85.599985,195,362,557,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C22b1,S9,C22b1,20.5,14,12:58:43,8925,20.2,20,Server,Server,0,0,-1394.399901,0,69,0,1414.5,525,28.00%,1875,24,1184,271,0,0,0,0,22.89%,#DIV/0!,0.144533333,#DIV/0!,20.18490675,287,0,0.00%,20.100099,297,228,525,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C21b1,S9,C21b1,20.8,4,12:56:40,12402,21,20.800001,Server,Server,0,10,69.900013,83.2,0,-4,0,600,20.01%,2999,31,1524,198,0,2134,300,1,12.99%,14.06%,0.066022007,4.69E-05,20.28909638,83.2,-0.01442,-1.45%,69.900013,300,300,600,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C21a1,S9,C21a1,21,20,12:58:13,12497,20.9,20.6,Server,Server,0,0,2079.800092,0,-99,0,-2079,1067,26.86%,3972,51,2446,398,0,2974,611,1,16.27%,20.54%,0.10020141,5.17E-05,20.33177244,420,0,0.00%,0.800092,484,583,1067,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C20b1,S9,C20b1,20.9,26,12:51:42,12104,20.9,20.1,Server,Server,0,0,584.199929,0,-30,0,-627,612,19.69%,3108,27,1124,155,0,2394,224,1,13.79%,9.36%,0.0498713,3.01E-05,20.27471046,543.4,0.00478,0.48%,-42.800071,291,321,612,B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C20a1,S9,C20a1,21,20,12:54:49,12292,20.5,20.300001,Server,Server,10,0,-232.999861,-420,10,20,210,766,23.58%,3249,36,1368,219,0,2434,170,1,16.01%,6.98%,0.067405355,2.15E-05,20.3262543,420,0.00476,0.48%,-22.999861,388,378,766,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
S9C1B15,S9,C1B15,21,11,12:52:54,12176,20.9,20.2,Server,Server,0,0,57.4,0,0,0,0,240,8.85%,2712,13,788,31,0,2324,120,1,3.93%,5.16%,0.011430678,1.90E-05,20.31906342,231,0,0.00%,57.4,120,120,240,B,M,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,3,4,4,2,5,5,1,5,5,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,5,0,113
S9C1A15,S9,C1A15,21.1,8,12:52:38,12160,20.9,20.2,Server,Server,0,0,4039.3,0,-198,0,-4177.8,298,10.52%,2832,12,788,3,0,2364,99,1,0.38%,4.19%,0.001059322,1.48E-05,20.31362996,168.8,-0.00474,-0.48%,-138.5,50,248,298,A,F,BUY FIRST AND THEN SELL LATER to make profit (when Stock price is going to INCREASE towards the end of the day),2,2,4,4,1,4,3,4,4,3,4,5,4,4,5,3,3,3,3,4,2,3,5,4,4,4,5,4,5,4,0,109
S9C19b1,S9,C19b1,20.5,22,12:50:42,12043,20.5,20.2,Server,Server,0,0,70.20004,0,-1,0,-20.5,319,12.23%,2609,34,788,40,0,2072,190,1,5.08%,9.17%,0.015331545,3.51E-05,20.29804524,451,0.02439,2.41%,49.70004,159,160,319,B,F,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),4,4,4,4,3,5,5,2,3,4,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,4,4,5,0,117
S9C19a1,S9,C19a1,20.5,19,12:57:38,12461,20.5,20.300001,Server,Server,0,0,58.999994,0,-3,0,-61.5,197,6.90%,2857,28,808,29,0,2326,102,1,3.59%,4.39%,0.010150508,1.53E-05,20.30983554,389.5,0.02439,2.41%,-2.500006,97,100,197,A,M,SELL FIRST AND THEN BUY LATER to make profit (when Stock price is going to DECREASE towards the end of the day),2,4,3,4,2,5,3,2,4,3,4,4,3,2,3,3,4,4,2,4,4,3,4,4,4,3,4,4,4,2,0,101
